,titles,subtitles,links
24,NEYM YOUR PRICE,Man Utd ‘draw up FOUR-MAN shortlist to replace Ronaldo including Neymar',https://www.thesun.co.uk/sport/football/19326902/man-utd-shortlist-cristiano-ronaldo-neymar/
25,BLUE IT,Chelsea forced to sell top youngsters due to Fifa's new loan limits rule,https://www.thesun.co.uk/sport/football/19324441/xavier-mbuyamba-chelsea-loan-rules/
26,RONDEVOUZ,Man Utd fans all say same thing as Ronaldo and Ferguson both arrive at Carrington,https://www.thesun.co.uk/sport/19324729/cristiano-ronaldo-alex-ferguson-manchester-united-talks/
27,BLUE MUST BE JOKING,Chelsea make sensational Harry Kane transfer swoop with Bayern keen,https://www.thesun.co.uk/sport/football/19324579/chelsea-harry-kane-transfer-bayern/
28,RAYO LIGHT,Vallecano in shock Diego Costa talks which could see him make debut vs Man Utd,https://www.thesun.co.uk/sport/19302031/rayo-vallecano-diego-costa-transfer-man-utd-chelsea/
29,OUT-FOXED,Leicester join Leno transfer race in blow to Fulham as Schmeichel agrees to leave,https://www.thesun.co.uk/sport/19327396/bernd-leno-transfer-leicester-arsenal-fulham/
30,HUNGRY FOR FRIES,Chelsea make transfer move for Dumfries with Inter expecting bid this,https://www.thesun.co.uk/sport/football/19321565/chelsea-transfer-dumfries-inter-kounde/
31,STUDENT TO MASTER,Best XI of Prem coaches including Chelsea icons and Arsenal cult hero,https://www.thesun.co.uk/sport/football/19322884/best-team-premier-league-coaches-chelsea-arsenal/
32,MAIN MAN,Tottenham set to appoint Defoe and Toure as academy coaches in club overhaul,https://www.thesun.co.uk/sport/19318985/tottenham-defoe-yaya-toure-academy-coaches/
33,CHRIS & LIS,Eriksen drives Martinez to explosive first Man Utd training amid Ronaldo talks,https://www.thesun.co.uk/sport/football/19320434/christian-eriksen-lisandro-martinez-man-utd-training-cristiano-ronaldo/
34,YOURI MOVE,Man Utd may get clear run at Tielemans as Arsenal 'have concerns over Foxes ace',https://www.thesun.co.uk/sport/19323758/man-utd-clear-run-tielemans-arsenal-dropping-out/
35,OVER AND OUT,Schmeichel 'agrees shock Nice transfer' after more than a decade at Leicester,https://www.thesun.co.uk/sport/19323718/kasper-schmeichel-transfer-nice-leicester/
36,NO BULL,RB Salzburg respond to Man Utd's transfer interest in Sesko with outrageous demand,https://www.thesun.co.uk/sport/19318063/red-bull-salzburg-transfer-demand-man-utd-fernandes/
37,AR YOU SURE?,Arsenal ‘agree Melo loan-to-buy deal’ with Juventus amid Valencia competition,https://www.thesun.co.uk/sport/football/19320865/arsenal-melo-loan-buy-transfer-juventus-valencia/
38,TIN HAT TIME,Is there more to Joao Cancelo's new squad number than meets the eye?,https://www.thesun.co.uk/dream-team/fantasy-football/19319637/joao-cancelo-manchester-city-fantasy-football-premier-league/
39,OVERSIGHT,Mohamed Salah only the third-most popular Dream Team player this season,https://www.thesun.co.uk/dream-team/fantasy-football/19310743/mohamed-salah-liverpool-fantasy-football-premier-league-ownership/
40,ON POINT,"Lee Sharpe picks his Dream Team - take him on and compete for share of £100,000!",https://www.thesun.co.uk/dream-team/fantasy-football/19308852/lee-sharpe-picks-his-dream-team-new-season/
41,GUNNERS LATEST,"Lyon ready to sell Paqueta, Arthur loan 'AGREED', Jarrod Bowen 'meeting'",https://www.thesun.co.uk/sport/19098994/arsenal-transfer-news-live-lucas-paqueta-arthur-jarrod-bowen/
42,CHELSEA LATEST,Kimpembe lined up as Blues fail with Kounde deal,https://www.thesun.co.uk/sport/19207345/chelsea-transfer-news-live-frenkie-de-jong-kounde-kimpembe/
43,RED DEVILS LATEST,"Ronaldo demands to leave immediately, Eriksen drives Martinez to training",https://www.thesun.co.uk/sport/19259195/man-utd-transfer-news-live-cristiano-ronaldo-eriksen-lisandro-martinez/
44,SWEDE CAROLINE,Lionesses roar through to Euro 2022 final with thumping 4-0 win over Sweden,https://www.thesun.co.uk/sport/19328560/england-lionesses-euro-2022-sweden-win/
45,BACK-HEEL OF THE NET,Russo scores amazing backheel nutmeg helping England to Euros final,https://www.thesun.co.uk/sport/19328323/alessia-russo-goal-backheel-england-women-euro-2022/
46,ENGLAND 4 SWEDEN 0,Lionesses THRASH Swedes and waltz to historic Wembley final in style,https://www.thesun.co.uk/sport/19299549/england-sweden-live-stream-free-tv-channel-watch-womens-euro-semi-final-online/
47,FINAL ACT,All TV and live stream info for mouth-watering spectacle at Wembley,https://www.thesun.co.uk/sport/19299932/womens-euro-2022-final-how-to-watch/
48,HEART OF GOLD,Women's Euro 2022 top scorer race: Who can win the Golden Boot?,https://www.thesun.co.uk/sport/19323809/womens-euro-golden-boot-race-beth-mead-inka-grings/
49,CHECK LIS OUT,Man Utd's Lisandro Martinez dines out with stunning girlfriend Muri Lopez,https://www.thesun.co.uk/sport/19318537/man-utd-lisandro-martinez-girlfriend-muri-lopez/
50,ALL IN,Everton star Dele Alli and girlfriend Cindy Kimberly splash out at Selfridges,https://www.thesun.co.uk/sport/football/19317899/everton-dele-alli-cindy-kimberly-chanel-selfridges/
51,"HAIR TODAY, GONE TOMORROW",Georgina's shock new look as Ronaldo tells Man Utd he wants out,https://www.thesun.co.uk/sport/19322742/georgina-rodriguez-cristiano-ronaldo-man-utd-transfer/
52,MARK IRWIN,Leicester heading to mid-table with Foxes not backing Rodgers,https://www.thesun.co.uk/sport/football/19277710/leicester-rodgers-man-city/
53,TIM VICKERY,"Barça's history of Brazilians continues with Raphinha, after Coutinho & Ronaldo",https://www.thesun.co.uk/sport/19250038/barcelona-brazil-raphinha-ronaldo-coutinho/
54,DAVE KIDD,Tottenham finally ready to shed 'Spursy' tag as Conte brings in quality early,https://www.thesun.co.uk/sport/19165277/tottenham-shed-spursy-tag-antonio-conte-transfer/
55,CANDY MAN,Haaland jokes about splashing out on Percy Pigs after initial 'student' shop,https://www.thesun.co.uk/sport/19318040/man-city-erling-haaland-jokes-percy-pigs-shop/
56,LOVE IN,Celtic icon Chris Sutton predicts Love Island winners as fans all say same thing,https://www.thesun.co.uk/sport/19309190/celtic-chris-sutton-love-island-winners-hoops-fans/
57,RIP,Arsenal pay tribute to late superfan Maria Petri with black armbands vs Chelsea,https://www.thesun.co.uk/sport/19309167/arsenal-tribute-superfan-maria-petri-death-black-armbands/
58,MIKE DROP,Inside Mike Dean's new man cave complete with retirement tribute from Chelsea,https://www.thesun.co.uk/sport/19290878/mike-dean-chelsea-man-utd/
59,BABY JOY,"I thought I had Covid, it turned out I was pregnant reveals Wag Summer Harl",https://www.thesun.co.uk/sport/football/19309422/covid-pregnant-scotland-wag-summer-harl/
