,titles,subtitles,links
25,'LOT TO DO',Arsenal chief Edu hints at more transfers with Leicester ace Tielemans targeted,https://www.thesun.co.uk/sport/football/19295716/arsenal-youri-tielemans-transfer-edu-hint/
26,STAGE A KOU,Barca 'HIJACK Chelsea's Kounde transfer and reach shock agreement with Sevilla',https://www.thesun.co.uk/sport/19292589/barcelona-hijack-chelsea-jules-kounde-transfer-agreement/
27,GIVE ME MOR,Blackburn favourites for Tyler Morton loan transfer from Liverpool,https://www.thesun.co.uk/sport/19297029/blackburn-loan-liverpool-tyler-morton-exclusive/
28,GAB THAT,Kompany's Burnley told to QUADRUPLE transfer offer for right-back Jordan Gabriel,https://www.thesun.co.uk/sport/football/19297133/burnley-transfer-bid-jordan-gabriel-blackpool-exclusive/
29,PATT DOWN,Championship clubs queuing up for Nathan Patterson six months after Everton move,https://www.thesun.co.uk/sport/19296985/everton-transfer-nathan-patterson-frank-lampard-exclusive/
30,MUNI TALKS,Fulham will loan out Boro target Muniz - but only after signing a new forward,https://www.thesun.co.uk/sport/19297804/fulham-rodrigo-muniz-middlesbrough-transfer-loan-exclusive/
31,HAK SQUAT,AC Milan 'reopen talks for Hakim Ziyech as he falls down Chelsea pecking order,https://www.thesun.co.uk/sport/football/19295271/hakim-ziyech-chelsea-ac-milan-transfer-talks/
32,SEAN AGAIN,Sheff Utd targeting Sean Robertson on free transfer after ace released by Palace,https://www.thesun.co.uk/sport/19297875/sean-robertson-sheffield-united-crystal-palace-transfer-exclusive/
33,RON POINT,Cristiano Ronaldo drops huge hint he will STAY at Manchester United,https://www.thesun.co.uk/sport/19293563/cristiano-ronaldo-manchester-united-transfer-news-2/
34,KAM AND GET HIM,Newcastle 'enquire about Rennes winger Kamaldeen' as Harrison alternative,https://www.thesun.co.uk/sport/19294492/newcastle-transfer-kamaldeen-sulemana-jack-harrison/
35,REIMS DREAM,Arsenal striker Balogun emerges as Reims transfer target to replace Ekitike,https://www.thesun.co.uk/sport/football/19294573/arsenal-folarin-balogun-reims-transfer-hugo-ekitike-psg/
36,CASE CLOSED,Neymar offered Real Madrid transfer by Casemiro as PSG 'look to offload him',https://www.thesun.co.uk/sport/football/19293514/neymar-real-madrid-transfer-casemiro-psg-barcelona/
37,PLAY BAL,Man Utd hothead Hannibal Mejbri set for Championship loan with four clubs circling,https://www.thesun.co.uk/sport/football/19296614/man-utd-hannibal-mejbri-transfer-loan-championship/
38,WRIGHT CALL,"Maddie Wright picks her Dream Team to take YOU on for a share of £100,000",https://www.thesun.co.uk/dream-team/fantasy-football/19276120/maddie-wright-picks-dream-team/
39,VOR-4-2,Countdown's on to football season - take on Carol Vorderman in Dream Team,https://www.thesun.co.uk/dream-team/19260839/join-dream-team-carol-vorderman-2022-23/
40,PIERS PICKS,"Piers Morgan reveals his Dream Team - take him on and compete for £100,000!",https://www.thesun.co.uk/dream-team/fantasy-football/19257818/piers-morgans-dream-team-haaland-jesus/
41,GUNNERS LATEST,"Gunners THRASH Chelsea in Orlando, Jesus injury UPDATE",https://www.thesun.co.uk/sport/19098994/arsenal-transfer-news-live-chelsea-gabriel-jesus-tielemans/
42,CHELSEA LATEST,"Kounde only has deal with Blues - Sevilla, Rudiger horror tackle on Hazard",https://www.thesun.co.uk/sport/19207345/chelsea-transfer-news-live-kounde-rudiger-hazard-saint-maximin/
43,RED DEVILS LATEST,"Frenkie de Jong-Maguire swap considered, Sergino Dest wanted",https://www.thesun.co.uk/sport/19259195/man-utd-transfer-news-live-frenkie-de-jong-maguire-dest-milinkovic-savic/
44,INSIDE THE LIONESSES' DEN,How England's women's team get ready from Love Island to Abba,https://www.thesun.co.uk/sport/19298188/england-women-team-match-ready/
45,KEIR WE GO,Walsh warns Sweden there’s NO stopping roaring Lionesses ahead of Tuesday's semi,https://www.thesun.co.uk/sport/19291272/euro-2022-england-keira-walsh-warns-sweden/
46,GEOR DROPPING,Rice is ‘baller’ Stanway’s No 1 fan with midfielder to be in semi-final crowd,https://www.thesun.co.uk/sport/football/19279543/declan-rice-georgia-stanway-england-euro-2022-semi-final/
47,DUTCH COURAGE,Wiegman inspires England to semis after overcoming tragic death of sister,https://www.thesun.co.uk/sport/football/19279736/sarina-wiegman-england-euro-2022-covid/
48,ADRIAN CHILES,I've been banging on about women's football for ages - and this is why,https://www.thesun.co.uk/sport/19278459/womens-football-adrian-chiles/
49,HOLLY-WHOOPS!,Grealish's girlfriend Sasha poses at Hollywood sign and falls over on LA hike,https://www.thesun.co.uk/sport/football/19292563/jack-grealish-girlfriend-sasha-attwood-hollywood-los-angeles/
50,PRETTY IN PINK,Jack Grealish's girlfriend Sasha Attwood rocks pink Barbie outfit in LA,https://www.thesun.co.uk/sport/football/19282095/jack-grealish-girlfriend-sasha-attwood-barbie-outfit/
51,FAN WITH A PLAN,Playboy star sets up OnlyFans site & earns £4m to buy 'dream' football club,https://www.thesun.co.uk/sport/19293659/daniella-chavez-onlyfans-playboy-buy-football-team/
52,MARK IRWIN,Leicester heading to mid-table with Foxes not backing Rodgers,https://www.thesun.co.uk/sport/football/19277710/leicester-rodgers-man-city/
53,TIM VICKERY,"Barça's history of Brazilians continues with Raphinha, after Coutinho & Ronaldo",https://www.thesun.co.uk/sport/19250038/barcelona-brazil-raphinha-ronaldo-coutinho/
54,DAVE KIDD,Tottenham finally ready to shed 'Spursy' tag as Conte brings in quality early,https://www.thesun.co.uk/sport/19165277/tottenham-shed-spursy-tag-antonio-conte-transfer/
55,KEEPING IT GREAL,Grealish defends partying and says he is not alone in letting hair down,https://www.thesun.co.uk/sport/football/19274585/jack-grealish-las-vegas-partying-man-city/
56,MIKE DROP,Inside Mike Dean's new man cave complete with retirement tribute from Chelsea,https://www.thesun.co.uk/sport/19290878/mike-dean-chelsea-man-utd/
57,JACK THE LAD,Watch Haaland's birthday speech egged on by Man City team-mate Jack Grealish,https://www.thesun.co.uk/sport/football/19283863/watch-erling-haaland-man-city-birthday-speech-jack-grealish/
58,COOL STORY BRO,Chelsea ace Broja links up with Brad Pitt and possible West Ham team-mate,https://www.thesun.co.uk/sport/19272389/chelsea-armando-broja-brad-pitt-west-ham/
59,FERGIE TIME,David and Victoria Beckham bump into Sarah Ferguson during holiday to Italy,https://www.thesun.co.uk/sport/19253683/david-beckham-fergie-italy-amalfi-coast/
