,titles,subtitles,links
16,BOY TO MAN,Shaun Goater talks Haaland running around the Man City creche to becoming star,https://www.thesun.co.uk/sport/football/19428884/shaun-goater-man-city-erling-haaland/
17,LEFT HIS MARC,Chelsea complete £62m Marc Cucurella transfer and make dig at Brighton,https://www.thesun.co.uk/sport/football/19427658/chelsea-marc-cucurella-transfer-brighton/
18,MARC 2,Joe Wicks in stitches as fans spot uncanny resemblance to Chelsea signing Cucurella,https://www.thesun.co.uk/sport/football/19432865/cucurella-joe-wicks-chelsea-body-double-twitter/
19,FRENK DISCUSSION,Manchester United and Chelsea target Frenkie de Jong 'at WAR with agent',https://www.thesun.co.uk/sport/19431117/manchester-united-chelsea-frenkie-de-jong/
20,BLUE DEAL,Chelsea ‘join Barcelona and Real Madrid in transfer race for wonderkid Endrick,https://www.thesun.co.uk/sport/football/19425141/chelsea-transfer-race-endrick-real-madrid-barcelona/
21,JUSTIN TIME,Fulham 'in Kluivert transfer talks' after star excluded from Roma training camp,https://www.thesun.co.uk/sport/football/19427200/fulham-kluivert-transfer-talks-roma/
22,BLUE BLOW,Chelsea drop HUGE transfer hint after SIX stars are not given squad numbers,https://www.thesun.co.uk/sport/football/19424219/chelsea-drop-transfer-hint-squad-numbers-six-stars/
23,KAL OUT DUTY,Leeds target PSG's Arnaud Kalimuendo so Patrick Bamford has competition,https://www.thesun.co.uk/sport/19431011/leeds-arnaud-kalimuendo-transfer-psg-bamford/
24,PEP TALK,Pep Guardiola hints at new Man City contract but fears Bernardo Silva may quit,https://www.thesun.co.uk/sport/19430437/pep-guardiola-man-city-contract-bernardo-silva-transfer/
25,J-TEASE,Chelsea icon Terry HUNG UP on first Koulibaly call as he thought it was PRANK,https://www.thesun.co.uk/sport/football/19430807/chelsea-terry-kalidou-koulibaly-phone-call-prank-fear/
26,DEAL ON,Everton to seal £35m Amadou Onana deal beating West Ham to Lille midfielder,https://www.thesun.co.uk/sport/19429988/everton-amadou-onana-transfer-west-ham-lille/
27,NO EASY GAMES?,Which fixtures should Dream Team gaffers target in August?,https://www.thesun.co.uk/dream-team/fantasy-football/19419737/easy-fixtures-target-fantasy-football-premier-league-favourable/
28,VARD TO UNDERSTAND,Nearly ALL Dream Team gaffers are ignoring one of game's best strikers,https://www.thesun.co.uk/dream-team/fantasy-football/19426089/jamie-vardy-leicester-fantasy-football-premier-league-differentials/
29,CHEAP AS CHIPS,5 bargain midfielders capable of mixing it with Dream Team's big boys,https://www.thesun.co.uk/dream-team/fantasy-football/19416387/cheap-midfielders-sancho-fantasy-football-premier-league-bargain/
30,BRIGHT AND EARLY,How Man Utd could line up against Brighton with Cristiano Ronaldo dilemma,https://www.thesun.co.uk/sport/football/19424885/man-utd-brighton-line-up-ronaldo/
31,GET RON GONE,"Man Utd MUST let Cristiano Ronaldo quit this transfer window, says Paul Parker",https://www.thesun.co.uk/sport/football/19424401/man-utd-cristiano-ronaldo-transfer-paul-parker/
32,IN THE RON,Neville 'disappointed' in Ronaldo as legend slams 'unpalatable' transfer saga,https://www.thesun.co.uk/sport/19434186/man-utd-gary-neville-slams-cristiano-ronaldo/
33,WHAT'S THE SCORE,Fans say same thing about Sky Sports' new scoreboard for Palace v Arsenal,https://www.thesun.co.uk/sport/19432852/sky-sports-scoreboard-premier-league-crystal-palace-arsenal/
34,RATINGS,Saliba best player on pitch as he finally makes debut as new boy Zinchenko shines,https://www.thesun.co.uk/sport/19433427/arsenal-player-ratings-saliba-zinchenko-crystal-palace/
35,VERDICT,Arteta can take Gunners to next level as Jesus and Zinchenko show winning mentality,https://www.thesun.co.uk/sport/football/19432266/crystal-palace-0-2-arsenal-verdict-martinelli-guehi/
36,'YOUNG RIO FERDINAND',Neville waxes lyrical about Saliba as Carra praises 'real deal' debut,https://www.thesun.co.uk/sport/football/19433833/arsenal-william-saliba-praise-crystal-palace/
37,HANDS DOWN,Fans and Man Utd icon Ferdinand react to Arsenal ace Gabriel's handball v Palace,https://www.thesun.co.uk/sport/19433152/manchester-united-rio-ferdinand-arsenal-gabriel-crystal-palace/
38,SKY HIGH,Neville and Carragher neck shots as Sky Sports have huge pre-season party,https://www.thesun.co.uk/sport/football/19428087/gary-neville-jamie-carragher-sky-sports-party/
39,MATT'S ALL FOLKS,Chelsea outcast Miazga joins Cincinatti after TWO appearances in six years,https://www.thesun.co.uk/sport/football/19426429/chelsea-miazga-cincinnati-transfer/
40,ROMEWARD BOUND,Roma ‘closing in on Eric Bailly loan with option for cut-price £7m deal',https://www.thesun.co.uk/sport/football/19425716/roma-eric-bailly-man-united-transfer/
41,KNOW THE SCORE,Spurs man Allen hit 49 goals one season - but which Prem ace could beat it?,https://www.thesun.co.uk/sport/football/19430157/tottenham-clive-allen-record-goals-haaland-kane-nunez-ronaldo/
42,LENG WAIT IS OVER,Lenglet on finally making loan to Spurs as he eyes France World Cup spot,https://www.thesun.co.uk/sport/19429418/tottenham-clement-lenglet-world-cup-hopes/
43,TUCHY SUBJECT,Tuchel the MOANIEST manager in Prem ahead of Arteta with Klopp only 12th,https://www.thesun.co.uk/sport/football/19431298/chelsea-thomas-tuchel-moans-manager-arsenal-arteta-klopp/
44,'MAKE ME HAPPY',"Conte has message for Doherty, Royal and Spence in fight for right-back",https://www.thesun.co.uk/sport/football/19420723/antonio-conte-doherty-royal-spence-tottenham/
45,ZIN CITY,Kieran Tierney admits he's relishing having competition after Zinchenko transfer,https://www.thesun.co.uk/sport/football/19432652/arsenal-kieran-tierney-oleksandr-zinchenko-competition/
46,YELLOW PROBE,Xhaka embroiled in investigation over Leeds booking 'involving Albanian MAFIA',https://www.thesun.co.uk/sport/19425181/granit-xhaka-arsenal-suspicious-booking-leeds-albanian-mafia/
47,NOU TARGET,Barcelona 'planning £67m transfer bid for Liverpool star Alexander-Arnold',https://www.thesun.co.uk/sport/football/19416297/barcelona-transfer-liverpool-alexander-arnold/
48,PIERS ON MAN UTD,"Bunch of overpaid, under-performing wastrels will have a terrible season",https://www.thesun.co.uk/sport/19408459/man-utd-overpaid-underperforming-piers-morgan/
49,PIERS ON CHELSEA,Tuchel will WALK AWAY from Chelsea this season over transfers frustrations,https://www.thesun.co.uk/sport/19408537/chelsea-thomas-tuchel-quit-piers-morgan/
50,PIERS ON RON,Ronaldo will make his Man Utd Great Escape - I don't blame him for wanting out,https://www.thesun.co.uk/sport/19408574/man-utd-cristiano-ronaldo-quit-piers-morgan/
51,SUPER SATURDAY,"Price boost: Get Reds at 20/1, or Fulham at 150/1 to win with William Hill",https://www.thesun.co.uk/sport/betting-tips/19408965/fulham-liverpool-william-hill-odds-new-customer-free-bets/
52,RACING DEAL,Horse racing - FREE BETS: Get £30 bonus with Betfair today - 18+ T&Cs apply,https://www.thesun.co.uk/sport/horseracing/18796015/betfair-free-bets-horse-racing-betting-offers-uk-bonus/
53,TIPS,Golf betting tips and free bets: Three picks for the Wyndham Championship,https://www.thesun.co.uk/sport/betting-tips/19398582/golf-free-bets-picks-tips-prediction-wyndham-championship-odds/
54,GUNNERS NEWS,"Gunners CLINCH win over Palace, Tielemans boost as Aouar deal lined up",https://www.thesun.co.uk/sport/19404272/arsenal-transfer-news-live-crystal-palace-tielemans-aouar/
55,CHELSEA LATEST,"Wesley Fofana BLOW, Alonso's EXIT plans, 'Aubameyang's goals interest me'",https://www.thesun.co.uk/sport/19207345/chelsea-transfer-news-live-fofana-alonso-aubameyang-tuchel/
56,RED DEVILS LATEST,"Gary Neville 'disappointed' with Ronaldo, De Jong 'WAR with agent'",https://www.thesun.co.uk/sport/19259195/man-utd-transfer-news-live-cristiano-ronaldo-frenkie-de-jong-jadon-sancho/
57,WELL TONED,Topless Pulis takes summer break away from management in Caribbean with wife,https://www.thesun.co.uk/sport/football/19428781/topless-tony-pulis-wife-caribbean-break-football-management/
58,CRIS CROTCH,Ronaldo shows ripped physique in CR7 briefs with cryptic message amid quit saga,https://www.thesun.co.uk/sport/19331971/cristiano-ronaldo-ripped-physique-cr7-briefs/
59,PELLE OF THE BALL,Graziano Pelle’s stunning wife looks sensational in tiny bikini,https://www.thesun.co.uk/sport/football/19418053/southampton-graziano-pelle-wife-bikini/
60,KARREN BRADY,Once delirium of epic Euros win fades the women’s game has serious work to do,https://www.thesun.co.uk/sport/football/19432836/karren-brady-englands-euros-wsl/
61,NEIL CUSTIS,Ten Hag would tear hair out if he had any as sagas dampen pre-season positivity,https://www.thesun.co.uk/sport/football/19422184/man-utd-erik-ten-hag-pre-season-assessment/
62,MARK IRWIN,Only one winner in Ronaldo’s tussle with Man Utd and it won’t be Red Devils,https://www.thesun.co.uk/sport/football/19423083/man-utd-cristiano-ronaldo-transfer-exit-comment/
63,RED CARD,Footie fans slam Premier League clubs for rip-off prices of garish away kits,https://www.thesun.co.uk/sport/19433074/premier-league-away-kits-rip-fans-off/
64,'THINKS HE'S 18!',Richards hails Prem return by mocking Man Utd icon Gary Neville's CLOTHES,https://www.thesun.co.uk/sport/football/19432526/micah-richards-gary-neville-clothes-mocked-man-utd-sky/
65,ROYAL RECOGNITION,Russo's Euros boots worn for iconic backheel protected in Tower of London,https://www.thesun.co.uk/sport/19427639/alessia-russo-boots-euros-backheel-goal-tower-london/
66,CAPTAIN FANTASTIC,England hero Leah Williamson celebrates Euro win by heading out to Ibiza,https://www.thesun.co.uk/sport/football/19426978/england-leah-williamson-euro-ibiza-party/
67,WINGING IT,I was upgraded to business class after being mistaken for England hero Kelly,https://www.thesun.co.uk/sport/19417571/chloe-kelly-lookalike-england-euro-2022-business-class/
68,'IT'S NOT PRETTY',Fans left in stitches after scoreboard uses PAINT to show scoreline,https://www.thesun.co.uk/sport/football/19426595/madagascar-football-seychelles-paint-scoreboard/
