,titles,subtitles,links
36,GO ON EMER-SON,Chelsea 'open' to loaning Emerson to Lazio with £8m option to buy,https://www.thesun.co.uk/sport/19362030/chelsea-emerson-lazio-loan-transfer/
37,WRONG BALL PARK,Michael Ballack's damning Timo Werner verdict amid Chelsea future warning,https://www.thesun.co.uk/sport/19360447/chelsea-legend-ballack-damning-werner-verdict/
38,SUPER DEAL,England vs Germany Euros final: Get £30 FREE BETS with Sky Bet -18+ T&Cs apply,https://www.thesun.co.uk/sport/betting-tips/17804593/sky-bet-free-bet-euro-2022-new-customers-england/
39,FREE BONUS,Sign up to Sun Vegas now for a £10 bonus – with NO deposit required!,https://www.thesun.co.uk/sun-bingo/15204465/free-bets-sun-vegas-no-deposit/
40,CASH BACK,England vs Germany: Get Money back as CASH up to £20 if you lose with Paddy Power,https://www.thesun.co.uk/sport/betting-tips/17372478/paddy-power-free-bets-offer-euro-2022-football-womens/
41,ARSENAL NEWS,"Tielemans deal AGREED, third kit RELEASED, Gunners CONFIRM Okonkwo Crewe exit",https://www.thesun.co.uk/sport/19348563/arsenal-transfer-news-live-tielemans-third-kit-logan-paul-ksi/
42,CHELSEA LATEST,"Frenkie de Jong loan offered, Pavard willing to join, Fofana deal AGREED",https://www.thesun.co.uk/sport/19207345/chelsea-transfer-news-live-frenkie-de-jong-pavard-fofana/
43,RED DEVILS LATEST,"Alex Ferguson RETURNS, Cristiano Ronaldo Sporting Lisbon loan talks",https://www.thesun.co.uk/sport/19259195/man-utd-transfer-news-live-cristiano-ronaldo-sesko-trippier/
44,THE WEE LIONS,Lionesses hailed for lifting nation by inspiring generation of girls,https://www.thesun.co.uk/sport/19364883/england-lionesses-football-euros-lionesses/
45,"YOU SHOW 'EM, HARRY",Sun mascot Harry Mane roars into Berlin to show pride before Euro final,https://www.thesun.co.uk/sport/19365135/harry-mane-berlin-womens-euro-final/
46,GAME CHANGER,Jill Scott says winning Euro final would be 'defining moment' for women's game,https://www.thesun.co.uk/sport/19367382/jill-scott-winning-euros-defining-moment/
47,PIZZA HISTORY,Dominos honour Lucy Bronze by renaming branch she worked in after the Lioness,https://www.thesun.co.uk/sport/19353307/dominos-lucy-bronze-renamed/
48,YOU DE BEST,England keeper Mary Earps inspired by texts from Man Utd star David de Gea,https://www.thesun.co.uk/sport/19354274/mary-earps-david-de-gea-england/
49,CRIS CROTCH,Ronaldo shows ripped physique in CR7 briefs with cryptic message amid quit saga,https://www.thesun.co.uk/sport/19331971/cristiano-ronaldo-ripped-physique-cr7-briefs/
50,CHECK LIS OUT,Man Utd's Lisandro Martinez dines out with stunning girlfriend Muri Lopez,https://www.thesun.co.uk/sport/19318537/man-utd-lisandro-martinez-girlfriend-muri-lopez/
51,CINDY'S A BELTER,Dele Alli's girlfriend Cindy stuns in belted swimsuit during photoshoot,https://www.thesun.co.uk/tvandshowbiz/19353956/cindy-kimberly-photoshoot-dele-alli/
52,DAVE KIDD,Savour Nunez vs Haaland & Pep vs Klopp as Liverpool and City renew Shield rivalry,https://www.thesun.co.uk/sport/football/19365656/liverpool-and-man-city-fight-again-in-community-shield-final-with-nunez-vs-haaland-and-pep-vs-klopp-promising-a-thriller/
53,MARK IRWIN,Tuchel’s made NO attempt to hide his anger & Blues tenure could end in divorce,https://www.thesun.co.uk/sport/19354270/mark-irwin-tuchel-anger-chelsea/
54,TIM VICKERY,"Barça's history of Brazilians continues with Raphinha, after Coutinho & Ronaldo",https://www.thesun.co.uk/sport/19250038/barcelona-brazil-raphinha-ronaldo-coutinho/
55,HOUSE CALL,Georgina Rodriguez visits Cristiano Ronaldo's hotel amid Man Utd transfer saga,https://www.thesun.co.uk/sport/19364170/georgina-rodriguez-cristiano-ronaldo-madrid-manchester-united/
56,CUT ABOVE,Jack Grealish shows off new look as he and Man City pal Walker get fresh trims,https://www.thesun.co.uk/sport/football/19357016/grealish-walker-manchester-city-celebrity-barber/
57,TOAD IN THE GOAL,Football team to sport toad-in-the-hole themed kits for new season,https://www.thesun.co.uk/sport/19353610/football-team-sport-toad-in-hole-kit/
58,POCKET ROCKET MAN,Meet world's shortest footballer nearly arrested posing with female fans,https://www.thesun.co.uk/sport/football/11454539/elton-arabia-worlds-smallest-footballer/
59,RIP,Arsenal pay tribute to late superfan Maria Petri with black armbands vs Chelsea,https://www.thesun.co.uk/sport/19309167/arsenal-tribute-superfan-maria-petri-death-black-armbands/
