,titles,subtitles,links
14,RACHEL YANKEY,We should be cheering on female footie stars in the same way we support men,https://www.thesun.co.uk/sport/19380468/england-lionesses-changed-football-forever/
15,GET IN MY SON,Son Heung-min is the key to unlocking the perfect Dream team this season,https://www.thesun.co.uk/dream-team/fantasy-football/19346349/son-heung-min-fantasy-football-premier-league-spurs/
16,EVERY PENNY,Kevin De Bruyne is Dream Team's most-expensive midfielder - is he worth it?,https://www.thesun.co.uk/dream-team/fantasy-football/19352227/kevin-de-bruyne-fantasy-football-premier-league-midfielder/
17,OVERSIGHT,Mohamed Salah only the third-most popular Dream Team player this season,https://www.thesun.co.uk/dream-team/fantasy-football/19310743/mohamed-salah-liverpool-fantasy-football-premier-league-ownership/
18,NOT EM-PRESSED,Emery gives fan the finger after taunts about failed spell at Arsenal,https://www.thesun.co.uk/sport/19375531/arsenal-unai-emery-fan-finger-english-failed/
19,FAN THE FLAMES,Chelsea blow as ‘PSG target Fofana and Leicester set £84MILLION price-tag',https://www.thesun.co.uk/sport/football/19378422/chelsea-wesley-fofana-transfer-psg-price/
20,BLUE WAVE,How Chelsea could line up with Man Utd target Frenkie de Jong and Josko Gvardiol,https://www.thesun.co.uk/sport/19378183/chelsea-frenkie-de-jong-manchester-united-josko-gvardiol/
21,COACH BENNI,Ten Hag to add lifelong Man Utd fan McCarthy to coaching staff in shock move,https://www.thesun.co.uk/sport/19369933/man-utd-news-benni-mccarthy-coach/
22,LEIP OF FAITH,RB Leipzig ‘REJECT Chelsea swap transfer offer of Werner loan for Gvardiol’,https://www.thesun.co.uk/sport/19376766/chelsea-offer-werner-loan-gvardiol-transfer/
23,RED-FACED,Watch Doncaster star Lee Tomlin sent off for two yellow cards in just 17 SECONDS,https://www.thesun.co.uk/sport/football/19371113/doncaster-lee-tomlin-red-card-bradford-17-seconds/
24,'CRIMINAL KICK',Bradford star Osadebe BREAKS LEG after horror lunge that only gets a YELLOW,https://www.thesun.co.uk/sport/19372911/bradford-emmanuel-osadebe-liam-ravenhill-doncaster-rovers/
25,TOO GOOD,I got a tattoo of my favourite player - THREE days later he left the club,https://www.thesun.co.uk/sport/19368883/tattoo-new-stockport-transfer-signing-three-days-later/
26,TIKKA BOW,Stockport celebrate Football League return with CURRY menu named after legends,https://www.thesun.co.uk/sport/19350208/stockport-efl-return-curry-menu/
27,HUDDERSFIELD 0 BURNLEY 1,Maatsen seals win as Kompany brings Championship flair to Man City,https://www.thesun.co.uk/sport/football/19366172/huddersfield-vs-burnley-championship-report-maatsen/
28,RACING DEAL,Horse racing - FREE BETS: Get £30 bonus with Betfair today - 18+ T&Cs apply,https://www.thesun.co.uk/sport/horseracing/18796015/betfair-free-bets-horse-racing-betting-offers-uk-bonus/
29,NEXT UP,"Get Liz Truss at 25/1, or Rishi Sunak at 40/1 to be next Tory party leader",https://www.thesun.co.uk/sport/betting-tips/19323933/william-hill-next-prime-minister-rishi-sunak-liz-truss/
30,BRING THE PARTY,Get 100% deposit bonus up to £400 & £40 FREE PLAY with Party Poker,https://www.thesun.co.uk/sport/betting-tips/19283142/party-poker-new-customer-offer-deposit-bonus/
31,GEOR BLIMEY,Georgina back in chilly Manchester as Ronaldo thrashes out Man Utd future,https://www.thesun.co.uk/sport/football/19353512/georgina-rodriguez-cristiano-ronaldo-man-united-transfer-future/
32,CRYSTAL CLEAR,Chelsea star Loftus-Cheek wanted by Palace AGAIN on second loan transfer,https://www.thesun.co.uk/sport/19373292/chelsea-loftus-cheek-crystal-palace-transfer/
33,OFF THE MARC,Man City ‘give up on Cucurella despite transfer request to explore options’,https://www.thesun.co.uk/sport/19377296/man-city-marc-cucurella-brighton-transfer-raphael-guerreiro/
34,HE'S A KEEPER,Chelsea agree £12m deal for Slonina from Chicago Fire but will loan him back,https://www.thesun.co.uk/sport/19376477/chelsea-transfer-news-gabriel-slonina-chicago-fire/
35,FORWARD MARCH,Man Utd ‘considering Kalajdzic AND Sesko with Ronaldo still forcing exit’,https://www.thesun.co.uk/sport/football/19377518/man-utd-cristiano-ronaldo-benjamin-sesko-sasa-kalajdzic-transfer/
36,ARD TRUTH,Xavi tells Gerard Pique ‘best solution is to leave’ Barcelona after Kounde deal,https://www.thesun.co.uk/sport/19358900/xavi-gerard-pique-barcelona-jules-kounde/
37,SILVA BULLET,Silva ‘set for shock £70m Barcelona transfer' but Spaniards must sell De Jong,https://www.thesun.co.uk/sport/19377698/silva-agrees-personal-terms-with-barcelona/
38,BARCING MAD,Barcelona chief REFUSES to deny reports he wanted to sign Cristiano Ronaldo,https://www.thesun.co.uk/sport/19370733/barcelona-chief-refuses-to-deny-ronaldo-links/
39,JONG THE WAY?,Chelsea ‘tell Barcelona they WILL make shock Frenkie de Jong transfer bid',https://www.thesun.co.uk/sport/football/19376903/chelsea-barcelona-frenkie-de-jong-man-utd-blow/
40,MAD MOVE,Leicester ‘want over £50m for Maddison after rejecting £40m bid from Newcastle’,https://www.thesun.co.uk/sport/19376777/leicester-want-50m-james-maddison-newcastle/
41,ARSENAL NEWS,"Gunners still in for Lyon star Lucas Paqueta, Tielemans LATEST updates",https://www.thesun.co.uk/sport/19348563/arsenal-transfer-news-live-lucas-paqueta-youri-tielemans/
42,CHELSEA LATEST,"Blues linked with Inter teen Cesare Casadei, Ruben Loftus-Cheek EXCLUSIVE",https://www.thesun.co.uk/sport/19207345/chelsea-transfer-news-live-wesley-fofana-loftus-cheek-exclusive-de-jong/
43,RED DEVILS LATEST,"Ronaldo LEAVES before end of Rayo Vallecano match, De Jong TWIST",https://www.thesun.co.uk/sport/19259195/man-utd-transfer-news-live-cristiano-ronaldo-exit-frenkie-de-jong/
44,SUMMER OF FUN,Inter Milan star Lautaro Martinez's model Wag shares 12 stunning bikini pics,https://www.thesun.co.uk/sport/football/19370470/inter-milan-lautaro-martinez-agustina-gandolfo/
45,CRIS CROTCH,Ronaldo shows ripped physique in CR7 briefs with cryptic message amid quit saga,https://www.thesun.co.uk/sport/19331971/cristiano-ronaldo-ripped-physique-cr7-briefs/
46,CINDY'S A BELTER,Dele Alli's girlfriend Cindy stuns in belted swimsuit during photoshoot,https://www.thesun.co.uk/tvandshowbiz/19353956/cindy-kimberly-photoshoot-dele-alli/
47,TROY DEENEY,Championship more enjoyable and unpredictable than Prem and there's no s*** VAR,https://www.thesun.co.uk/sport/19365475/troy-deeney-column-championship-premier-league-var/
48,DAVE KIDD,Savour Nunez vs Haaland & Pep vs Klopp as Liverpool and City renew Shield rivalry,https://www.thesun.co.uk/sport/football/19365656/liverpool-and-man-city-fight-again-in-community-shield-final-with-nunez-vs-haaland-and-pep-vs-klopp-promising-a-thriller/
49,MARK IRWIN,Tuchel’s made NO attempt to hide his anger & Blues tenure could end in divorce,https://www.thesun.co.uk/sport/19354270/mark-irwin-tuchel-anger-chelsea/
50,HOUSE CALL,Georgina Rodriguez visits Cristiano Ronaldo's hotel amid Man Utd transfer saga,https://www.thesun.co.uk/sport/19364170/georgina-rodriguez-cristiano-ronaldo-madrid-manchester-united/
51,BEAM ME UP LOTTI,Ancelotti reveals amazing Star Trek cameo but says 'I'm a terrible actor',https://www.thesun.co.uk/sport/19369846/carlo-ancelotti-star-trek-real-madrid-terrible-actor/
52,TOAD IN THE GOAL,Football team to sport toad-in-the-hole themed kits for new season,https://www.thesun.co.uk/sport/19353610/football-team-sport-toad-in-hole-kit/
53,POCKET ROCKET MAN,Meet world's shortest footballer nearly arrested posing with female fans,https://www.thesun.co.uk/sport/football/11454539/elton-arabia-worlds-smallest-footballer/
54,RIP,Arsenal pay tribute to late superfan Maria Petri with black armbands vs Chelsea,https://www.thesun.co.uk/sport/19309167/arsenal-tribute-superfan-maria-petri-death-black-armbands/
