,titles,subtitles,links
22,NOTT VERY GOOD,Fans in hysterics after Forest's DREADFUL corner routine against Newcastle,https://www.thesun.co.uk/sport/19440791/nottingham-forest-bad-corner-newcastle-premier-league/
23,BOUR BLIMEY,Bournemouth to seal £12.6m deal for Argentina star Marcos Senesi from Feyenoord,https://www.thesun.co.uk/sport/football/19444850/bournemouth-marcos-senesi-transfer-feyenoord-argentina/
24,'ALLOW HIM TO GO',Rooney tells Man Utd to let Ronaldo quit - and says who to sign instead,https://www.thesun.co.uk/sport/football/19441299/wayne-rooney-cristiano-ronaldo-transfer-man-united/
25,GUNNER WIN IT ALL,Arsenal fans reckon Arteta can repeat INVINCIBLES season after Palace win,https://www.thesun.co.uk/sport/19442239/arsenal-invincibles-mikel-arteta-crystal-palace-win/
26,RED FACED,Man Utd face more transfer woe over Leroy Sane with Bayern not wanting to sell,https://www.thesun.co.uk/sport/football/19442175/man-united-sane-bayern-transfer/
27,NO EASY GAMES?,Which fixtures should Dream Team gaffers target in August?,https://www.thesun.co.uk/dream-team/fantasy-football/19419737/easy-fixtures-target-fantasy-football-premier-league-favourable/
28,VARD TO UNDERSTAND,Nearly ALL Dream Team gaffers are ignoring one of game's best strikers,https://www.thesun.co.uk/dream-team/fantasy-football/19426089/jamie-vardy-leicester-fantasy-football-premier-league-differentials/
29,CHEAP AS CHIPS,5 bargain midfielders capable of mixing it with Dream Team's big boys,https://www.thesun.co.uk/dream-team/fantasy-football/19416387/cheap-midfielders-sancho-fantasy-football-premier-league-bargain/
30,NINE? NEIN!,Chelsea players convinced No 9 shirt is CURSED as Tuchel admits NOBODY wants it,https://www.thesun.co.uk/sport/football/19433550/chelsea-players-no-9-shirt-cursed-thomas-tuchel/
31,TRUE BLUE,Gueye snubbed a last-ditch hijack bid from Forest to seal Everton return,https://www.thesun.co.uk/sport/19443224/idrissa-gueye-nottingham-forest-transfer-snub-everton/
32,CAL-LING IT QUITS,Hudson-Odoi tells Chelsea he wants to quit with Prem trio linked with ace,https://www.thesun.co.uk/sport/19440919/callum-hudson-odoi-transfer-chelsea-newcastle-leicester-southampton/
33,RED BULL RETURN,Werner on verge of permanent RB Leipzig transfer to end flop Chelsea spell,https://www.thesun.co.uk/sport/19441936/timo-werner-rb-leipzig-transfer-chelsea/
34,'PLAYING VOLLEYBALL',Watch Chiellini's moment of madness in desperate attempt to end attack,https://www.thesun.co.uk/sport/football/19444427/giorgio-chiellini-handball-lafc-mls-video/
35,MARC 2,Joe Wicks in stitches as fans spot uncanny resemblance to Chelsea signing Cucurella,https://www.thesun.co.uk/sport/football/19432865/cucurella-joe-wicks-chelsea-body-double-twitter/
36,PHIL YER BOOTS,Foden to pocket massive £6MILLION in bonuses on top of new Man City contract,https://www.thesun.co.uk/sport/football/19440212/phil-foden-contact-man-city-ballon-dor/
37,SEALED WITH AN IS,Former Arsenal and Spurs target Isco to sign for Sevilla on free transfer,https://www.thesun.co.uk/sport/19443377/isco-transfer-sevilla-real-madrid-arsenal-tottenham/
38,'NOT CONVINCED',Roy Keane has withering verdict on Christian Eriksen after Man Utd transfer,https://www.thesun.co.uk/sport/football/19442957/man-utd-christian-eriksen-brighton-transfer-roy-keane/
39,BACK OF THE NETO,Bournemouth confirm free transfer arrival of keeper Neto from Barcelona,https://www.thesun.co.uk/sport/football/19405908/bournemouth-neto-barcelona-transfer-confirmed/
40,TUCHY SUBJECT,Tuchel the MOANIEST manager in Prem ahead of Arteta with Klopp only 12th,https://www.thesun.co.uk/sport/football/19431298/chelsea-thomas-tuchel-moans-manager-arsenal-arteta-klopp/
41,CLARET AND KOU,Burnley considering fresh transfer bid for £10m-rated Metz ace Kouyate,https://www.thesun.co.uk/sport/19438771/burnley-transfer-boubakar-kouyate-metz/
42,BLUE GOT THIS,Tuchel hits out at Neville for claims Boehly is 'panicky' with transfers,https://www.thesun.co.uk/sport/19438334/thomas-tuchel-gary-neville-todd-boehly-chelsea-transfers/
43,WAN-T YOU BACK,Crystal Palace want Wan-Bissaka three years after £50m Man Utd transfer,https://www.thesun.co.uk/sport/19435400/man-utd-wan-bissaka-palace-loan-transfer/
44,YES SER!,Lampard targets £15m Everton transfer swoop for Rennes powerhouse Serhou Guirassy,https://www.thesun.co.uk/sport/football/19438350/everton-serhou-guirassy-transfer-rennes-frank-lampard-exclusive/
45,BRING THE PARTY,Get 100% deposit bonus up to £400 & £40 FREE PLAY with Party Poker,https://www.thesun.co.uk/sport/betting-tips/19283142/party-poker-new-customer-offer-deposit-bonus/
46,RACING DEAL,Horse racing - FREE BETS: Get £30 bonus with Betfair today - 18+ T&Cs apply,https://www.thesun.co.uk/sport/horseracing/18796015/betfair-free-bets-horse-racing-betting-offers-uk-bonus/
47,BIG DEAL,Premier League - football free bets and offers: Get £30 bonus with Parimatch,https://www.thesun.co.uk/sport/betting-tips/16290447/parimatch-free-bets-new-customer-offer-football-bonus-offer/
48,GUNNERS NEWS,"Moussa Diaby deal gets GREEN LIGHT, Tielemans boost as Aouar deal lined up",https://www.thesun.co.uk/sport/19404272/arsenal-transfer-news-live-moussa-diaby-tielemans-aouar/
49,CHELSEA LATEST,De Jong 'to leave Barcelona NEXT WEEK as Blues launch £59m-plus-Alonso bid',https://www.thesun.co.uk/sport/19207345/chelsea-transfer-news-live-frenkie-de-jong-fofana-callum-hudson-odoi/
50,RED DEVILS LATEST,"Leroy Sane is shock Man Utd target, Ronaldo 'in talks' with Galatasaray",https://www.thesun.co.uk/sport/19259195/man-utd-transfer-news-live-brighton-loss-cristiano-ronaldo-sesko/
51,WELL TONED,Topless Pulis takes summer break away from management in Caribbean with wife,https://www.thesun.co.uk/sport/football/19428781/topless-tony-pulis-wife-caribbean-break-football-management/
52,CRIS CROTCH,Ronaldo shows ripped physique in CR7 briefs with cryptic message amid quit saga,https://www.thesun.co.uk/sport/19331971/cristiano-ronaldo-ripped-physique-cr7-briefs/
53,PELLE OF THE BALL,Graziano Pelle’s stunning wife looks sensational in tiny bikini,https://www.thesun.co.uk/sport/football/19418053/southampton-graziano-pelle-wife-bikini/
54,HARRY REDKNAPP,Ronaldo won’t be a problem if he stays… he'll still be United's BEST trainer,https://www.thesun.co.uk/sport/19438946/harry-redknapp-column-cristiano-ronaldo-man-utd-transfer/
55,KARREN BRADY,Once delirium of epic Euros win fades the women’s game has serious work to do,https://www.thesun.co.uk/sport/football/19432836/karren-brady-englands-euros-wsl/
56,PHIL THOMAS,"Henderson’s trophy cabinet not as full as Ronaldo's, but he has bigger balls",https://www.thesun.co.uk/sport/football/19439197/dean-henderson-cristiano-ronaldo-man-utd/
57,RED CARD,Footie fans slam Premier League teams for rip-off prices of garish new away kits,https://www.thesun.co.uk/sport/19433074/premier-league-away-kits-rip-fans-off/
58,GREAT SCOTT!,England hero Jill Scott works back in her coffee shop days after Euros triumph,https://www.thesun.co.uk/sport/19436087/england-jill-scott-works-coffee-shop-euros-medal/
59,OUT OF PITCH,Coventry vs Rotherham POSTPONED after Commonwealth Games rugby sevens matches,https://www.thesun.co.uk/sport/19438998/coventry-rotherham-postponed-pitch-commonwealth-games-rugby/
60,GROOM'S DOOM,Footballer missed own WEDDING to seal transfer but sent brother in his place,https://www.thesun.co.uk/sport/19436049/footballer-missed-wedding-sent-brother-in-place-malmo/
61,ROYAL RECOGNITION,Russo's Euros boots worn for iconic backheel protected in Tower of London,https://www.thesun.co.uk/sport/19427639/alessia-russo-boots-euros-backheel-goal-tower-london/
62,CAPTAIN FANTASTIC,England hero Leah Williamson celebrates Euro win by heading out to Ibiza,https://www.thesun.co.uk/sport/football/19426978/england-leah-williamson-euro-ibiza-party/
