,titles,subtitles,links
32,IN SAFE HANDS,Man Utd offer academy trial to 16-year-old Bosnian goalkeeper,https://www.thesun.co.uk/sport/19338119/man-utd-trial-teenager-goalkeeper-tarik-karic/
33,SEN OF A GUN,Eriksen not just at Utd 'for the logo' as stats show he's PL assist king,https://www.thesun.co.uk/sport/football/19334755/man-utd-christian-eriksen-premier-league-stats/
34,ON YOUR MARCS,Man City 'reach agreement for Cucurella' with left-back replacing Zinchenko,https://www.thesun.co.uk/sport/football/19335646/man-city-transfer-marc-cucurella-brighton-zinchenko/
35,SAV SOME OF THAT,Man Utd boost as Milinkovic-Savic 'prefers to join them ahead of Arsenal',https://www.thesun.co.uk/sport/football/19336672/man-united-milinkovic-savic-arsenal-newcastle/
36,OUT OF THE BLUE,Chelsea blow with Milan Skriniar bid as PSG hold talks with Inter Milan,https://www.thesun.co.uk/sport/19337757/chelsea-milan-skriniar-inter-milan-paris-saint-germain/
37,FEEL THE BERND,Arsenal reach £8m agreement with Fulham over Bernd Leno transfer,https://www.thesun.co.uk/sport/19336797/arsenal-bernd-leno-transfer-fulham-arteta/
38,SUPER DEAL,Sky Bet - Germany vs France offer: £30 BONUS when you stake £10 -18+ T&Cs apply,https://www.thesun.co.uk/sport/betting-tips/17804593/sky-bet-free-bet-euro-2022-new-customers-womens/
39,FREE BONUS,Sign up to Sun Vegas now for a £10 bonus – with NO deposit required!,https://www.thesun.co.uk/sun-bingo/15204465/free-bets-sun-vegas-no-deposit/
40,CASH BACK,Germany vs France: Get Money back as CASH up to £20 if you lose with Paddy Power,https://www.thesun.co.uk/sport/betting-tips/17372478/paddy-power-free-bets-offer-euro-2022-football-womens/
41,GUNNERS LATEST,"Gunners AGREE fee with Fulham for Leno, Paqueta's EXIT plan",https://www.thesun.co.uk/sport/19098994/arsenal-transfer-news-live-leno-fulham-paqueta-bowen/
42,CHELSEA LATEST,"Thomas Tuchel girlfriend EXCLUSIVE, Fofana bid, Zaha linked",https://www.thesun.co.uk/sport/19207345/chelsea-transfer-news-live-harry-kane-frenkie-de-jong-fofana-zaha/
43,RED DEVILS LATEST,"Martinez ANNOUNCED, Ronaldo told to pen NEW DEAL by agent, Wrexham latest",https://www.thesun.co.uk/sport/19259195/man-utd-transfer-news-live-cristiano-ronaldo-lisandro-martinez-wrexham/
44,SET FREE,The 1972 match that put Lionesses on road to Wembley (and ended 50 years of hurt),https://www.thesun.co.uk/sport/19339686/lionesses-road-to-wembley/
45,EDAM GOOD JOB,England prepare for Euros final as Wiegman transforms bottlers into winners,https://www.thesun.co.uk/sport/19328655/england-lionesses-sarina-wiegman-euro-2022-final/
46,DRESSED & IMPRESSED,Sarina Wiegman’s power suit rivals Gareth Southgate's famous waistcoat,https://www.thesun.co.uk/sport/19335461/england-sarina-wiegman-euro-2022-power-suit/
47,'WHAT A NIGHT',Beckham congratulates England for Euros victory and says they inspire Harper,https://www.thesun.co.uk/sport/football/19332739/david-beckham-england-women-euros-final-daughter-harper/
48,SWEDE CAROLINE,Lionesses roar through to Euro 2022 final with thumping 4-0 win over Sweden,https://www.thesun.co.uk/sport/19328560/england-lionesses-euro-2022-sweden-win/
49,CRIS CROTCH,Ronaldo shows ripped physique in CR7 briefs with cryptic message amid quit saga,https://www.thesun.co.uk/sport/19331971/cristiano-ronaldo-ripped-physique-cr7-briefs/
50,CHECK LIS OUT,Man Utd's Lisandro Martinez dines out with stunning girlfriend Muri Lopez,https://www.thesun.co.uk/sport/19318537/man-utd-lisandro-martinez-girlfriend-muri-lopez/
51,ALL IN,Everton star Dele Alli and girlfriend Cindy Kimberly splash out at Selfridges,https://www.thesun.co.uk/sport/football/19317899/everton-dele-alli-cindy-kimberly-chanel-selfridges/
52,MARK IRWIN,Leicester heading to mid-table with Foxes not backing Rodgers,https://www.thesun.co.uk/sport/football/19277710/leicester-rodgers-man-city/
53,TIM VICKERY,"Barça's history of Brazilians continues with Raphinha, after Coutinho & Ronaldo",https://www.thesun.co.uk/sport/19250038/barcelona-brazil-raphinha-ronaldo-coutinho/
54,DAVE KIDD,Tottenham finally ready to shed 'Spursy' tag as Conte brings in quality early,https://www.thesun.co.uk/sport/19165277/tottenham-shed-spursy-tag-antonio-conte-transfer/
55,POCKET ROCKET MAN,Meet world's shortest footballer nearly arrested posing with female fans,https://www.thesun.co.uk/sport/football/11454539/elton-arabia-worlds-smallest-footballer/
56,LOVE IN,Celtic icon Chris Sutton predicts Love Island winners as fans all say same thing,https://www.thesun.co.uk/sport/19309190/celtic-chris-sutton-love-island-winners-hoops-fans/
57,RIP,Arsenal pay tribute to late superfan Maria Petri with black armbands vs Chelsea,https://www.thesun.co.uk/sport/19309167/arsenal-tribute-superfan-maria-petri-death-black-armbands/
58,MIKE DROP,Inside Mike Dean's new man cave complete with retirement tribute from Chelsea,https://www.thesun.co.uk/sport/19290878/mike-dean-chelsea-man-utd/
59,BABY JOY,"I thought I had Covid, it turned out I was pregnant reveals Wag Summer Harl",https://www.thesun.co.uk/sport/football/19309422/covid-pregnant-scotland-wag-summer-harl/
